1,13,13,1,13,13,2111,1,2111,13,13,13,1,1,0,0,0,13,13,13,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,240,240,160,240,93640,160,93640,240,240,240,1,1,160,240,240,160,240,97396,160,97396,240,240,240,1,1,1,240,0,240,240,240,240,240,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,13,13,13,1,13,1,810,13,13,0,0,0,13,13,13,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,240,240,240,160,240,160,81000,240,240,160,240,240,240,160,240,160,81000,240,240,240,0,240,240,240,240,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,9,1,9,9,2150,1,2150,9,9,9,1,1,0,0,0,9,9,9,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,208,208,160,208,95560,160,95560,208,208,208,1,1,160,268,268,160,268,99376,160,99376,268,268,268,1,1,1,208,0,208,268,268,268,268,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,9,9,9,1,9,1,826,9,9,0,0,0,9,9,9,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,208,208,208,160,208,160,82600,208,208,160,268,268,268,160,268,160,82660,268,268,208,0,208,268,268,268,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6,1,6,6,2190,1,2190,6,6,6,1,1,0,0,0,6,6,6,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,184,184,160,184,97580,160,97580,184,184,184,1,1,160,184,184,160,184,101336,160,101336,184,184,184,1,1,1,184,0,184,184,184,184,184,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,6,6,6,1,6,1,843,6,6,0,0,0,6,6,6,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,184,184,184,160,184,160,84300,184,184,160,184,184,184,160,184,160,84300,184,184,184,0,184,184,184,184,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,22,1,22,22,2206,1,2206,22,22,22,1,1,0,0,0,22,22,22,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,312,312,160,312,99180,160,99180,312,312,312,1,1,160,392,392,160,392,103016,160,103016,392,392,392,1,1,1,312,0,312,392,392,392,392,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,22,22,22,1,22,1,859,22,22,0,0,0,22,22,22,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,312,312,312,160,312,160,85900,312,312,160,392,392,392,160,392,160,85980,392,392,312,0,312,392,392,392,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,19,1,19,19,2246,1,2246,19,19,19,1,1,0,0,0,19,19,19,19,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,288,288,160,288,101200,160,101200,288,288,288,1,1,160,308,308,160,308,104976,160,104976,308,308,308,1,1,1,288,0,288,308,308,308,308,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,19,19,19,1,19,1,876,19,19,0,0,0,19,19,19,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,288,288,288,160,288,160,87600,288,288,160,308,308,308,160,308,160,87620,308,308,288,0,288,308,308,308,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,15,1,15,15,2285,1,2285,15,15,15,1,1,0,0,0,15,15,15,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,256,256,160,256,103120,160,103120,256,256,256,1,1,160,336,336,160,336,106956,160,106956,336,336,336,1,1,1,256,0,256,336,336,336,336,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,15,15,15,1,15,1,892,15,15,0,0,0,15,15,15,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,256,256,256,160,256,160,89200,256,256,160,336,336,336,160,336,160,89280,336,336,256,0,256,336,336,336,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,12,1,12,12,2325,1,2325,12,12,12,1,1,0,0,0,12,12,12,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,232,232,160,232,105140,160,105140,232,232,232,1,1,160,252,252,160,252,108916,160,108916,252,252,252,1,1,1,232,0,232,252,252,252,252,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,12,12,12,1,12,1,909,12,12,0,0,0,12,12,12,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,232,232,232,160,232,160,90900,232,232,160,252,252,252,160,252,160,90920,252,252,232,0,232,252,252,252,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,1,8,8,2364,1,2364,8,8,8,1,1,0,0,0,8,8,8,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,200,200,160,200,107060,160,107060,200,200,200,1,1,160,280,280,160,280,110896,160,110896,280,280,280,1,1,1,200,0,200,280,280,280,280,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,8,8,8,1,8,1,925,8,8,0,0,0,8,8,8,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,200,200,200,160,200,160,92500,200,200,160,280,280,280,160,280,160,92580,280,280,200,0,200,280,280,280,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5,1,5,5,2404,1,2404,5,5,5,1,1,0,0,0,5,5,5,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,176,176,160,176,109080,160,109080,176,176,176,1,1,160,196,196,160,196,112856,160,112856,196,196,196,1,1,1,176,0,176,196,196,196,196,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,5,5,5,1,5,1,942,5,5,0,0,0,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,176,176,176,160,176,160,94200,176,176,160,196,196,196,160,196,160,94220,196,196,176,0,176,196,196,196,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,21,1,21,21,2420,1,2420,21,21,21,1,1,0,0,0,21,21,21,21,0,100,0,0,0,0,0,0,0,1,1,1,1,1,160,304,304,160,304,110680,160,110680,304,304,304,1,1,160,404,404,160,404,114536,160,114536,404,404,404,1,1,1,304,0,304,404,404,404,404,100,1,1,1,1,1,1,1,1,0,100,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,21,21,21,1,21,1,958,21,21,0,0,0,21,21,21,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,160,304,304,304,160,304,160,95800,304,304,160,404,404,404,160,404,160,95900,404,404,304,0,304,404,404,404,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,18,1,18,18,2460,1,2460,18,18,18,1,1,0,0,0,18,18,18,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,280,280,160,280,112700,160,112700,280,280,280,1,1,160,320,320,160,320,116496,160,116496,320,320,320,1,1,1,280,0,280,320,320,320,320,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,18,18,18,1,18,1,975,18,18,0,0,0,18,18,18,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,280,280,280,160,280,160,97500,280,280,160,320,320,320,160,320,160,97540,320,320,280,0,280,320,320,320,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,14,1,14,14,2499,1,2499,14,14,14,1,1,0,0,0,14,14,14,14,0,100,0,0,0,0,0,0,0,1,1,1,1,1,160,248,248,160,248,114620,160,114620,248,248,248,1,1,160,348,348,160,348,118476,160,118476,348,348,348,1,1,1,248,0,248,348,348,348,348,100,1,1,1,1,1,1,1,1,0,100,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,14,14,14,1,14,1,991,14,14,0,0,0,14,14,14,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,160,248,248,248,160,248,160,99100,248,248,160,348,348,348,160,348,160,99200,348,348,248,0,248,348,348,348,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
